Topic,Sentiment,tweet,tidy_tweet
the vamps,1,@TheVampsbandID @miaaoktaviaa C'mon guys join the quiz!! Get free cool The Vamps tees by @HEY_Merch  Good luck!! https://t.co/LLTLQWoP2g,c'mon guy join quiz get free cool the vamps tee good luck
the vamps,1,"@blazin100tweets Coming up, song requests for The Vamps, Sam Concepcion, Darren, JK, Jason and Lyca, it's a Monday and the votes are tight!",coming song request the vamps sam concepcion darren jason lyca monday vote tight
the vamps,1,@gregjames Hi Greg. My daughter missed a call on Friday (Star Caller) from The Vamps. She is devastated. Any chance of them doing it again?x,greg daughter missed call friday star caller the vamps she devastated any chance
the vamps,1,"@sophierose1993 Hey Soph, The Vamps are playing over @GentingArena, that's why you may have not have seen the Vista Room option, ha!",hey soph the vamps playing that may not seen vista room option
the vamps,1,@thehitsofficial @TheTide @itsjoshcollins #TheTideOnTheHits i can't wait to see them live in April with The Vamps and hear their music!!!!,thetideonthehits ca not wait see live april the vamps hear music
the vamps,1,"@winchestermaine Oh so you're a fan of The Vamps, how nice! Well, I'm a fan of 5SOS and I'll also buy a ticket on sat.",fan the vamps nice well i'm fan sos i'll also buy ticket sat
the vamps,1,All I think about daily:  Connor ball #MTVStars The Vamps https://t.co/2Ox93VmSGP,all think daily connor ball mtvstars the vamps
the vamps,1,Backstage Interview with The Vamps!  Planet's 5th Birthday Bash in Las Vegas was unforgettable! Following a... https://t.co/oaIlbyL0q2,backstage interview the vamps planet birthday bash las vegas unforgettable following
the vamps,1,Can't wait to see you guys in January at The Vamps!! @AndrewKantarias,ca not wait see guy january the vamps
the vamps,1,Did you know that 'The Vamps' was Trending Topic on Thursday 5 for 6 hours in Belgium? https://t.co/uaIF8rYHzr #trndnl,did know 'the vamps' trending topic thursday hour belgium trndnl
the vamps,1,Don't miss the The Vamps at Sheffield Arena on Apr 14-15! https://t.co/2EGttiH5i7 https://t.co/8VXKGOwJWs,do not miss the vamps sheffield arena apr
the vamps,1,Foo Fighters and The Vamps on the same list?!! thats why i love New Music Friday playlist on Spotify @TheVampsBrad https://t.co/8QaKkJl1pQ,foo fighters the vamps list thats love new music friday playlist spotify
the vamps,1,Fucking November 7! Tickets on sale for both 5SOS and The Vamps that day. Making me feel so really broke!,fucking november tickets sale sos the vamps day making feel really broke
the vamps,1,Giving solo DMs away with The Vamps if this gets 100 RTs! https://t.co/YawrskzLgE,giving solo dms away the vamps get rts
the vamps,1,Hello mutuals who's going to The Vamps' concert in Manila on Jan 30:),hello mutuals who going the vamps' concert manila jan
the vamps,1,"Hey Manila, it's Before You Exit, and we're inviting you, you, you to come see us at the Mall of Asia with our buddies The Vamps on Jan 30",hey manila before you exit we're inviting come see mall asia buddy the vamps jan
the vamps,1,"I KNOW WE CAN MAKE IT TO 1ST PLACE #TrackOfTheDay Rest Your Love by The Vamps, found with @Shazam, Listen now: https://t.co/kXxdCxsz3k",know can make place trackoftheday rest your love the vamps found listen
the vamps,1,"I have tickets to see The Vamps on April 1st, should I try to do a fan project with signs to hold up?",ticket see the vamps april try fan project sign hold
the vamps,1,I'll just pretend it's not the ticket selling for The Vamps and 5SOS tomorrow :( #3LOGYINMANILA #5SOSMNL,i'll pretend not ticket selling the vamps sos tomorrow logyinmanila sosmnl
the vamps,1,I'm so excited about The Vamps new album on Friday,i'm excited the vamps new album friday
the vamps,1,Idk if i want to be con or I want to be brad ...  I want to be con #MTVStars The Vamps https://t.co/qQBhH3Qwwo,idk want con want brad want con mtvstars the vamps
the vamps,1,If my The Vamps exclusive @Walmart album isn't ready for pick up today like it says I will riot! Been waiting since Dec 4 for it,the vamps exclusive album ready pick today like say riot been waiting since dec
the vamps,1,May nakita akong 5SOS at The Vamps shirts! I want I want I want!,may nakita akong sos the vamps shirt want want want
the vamps,1,My best friend is meeting The Vamps for the first time on saturday I couldn't be happier omg !,best friend meeting the vamps first time saturday happier omg
the vamps,1,My first semester as a college student is about to end and all my savings will disappear tomorrow all because of The Vamps nice,first semester college student end saving disappear tomorrow the vamps nice
the vamps,1,Next Song Can we Dance of The Vamps! Speaking of the Vamps sino namimigay ng ticket jan ?!  #ShowtimeHarana,next song can dance the vamps speaking vamps sino namimigay ticket jan showtimeharana
the vamps,1,Perfect stripped version is 2nd???? The Vamps beat it???,perfect stripped version the vamps beat
the vamps,1,"Rachael: Evening! Unleashed is ON!! Kicking off your Monday night with The Vamps, Beyonce and X Factor winner Louisa all before 8pm! x",rachael evening unleashed kicking monday night the vamps beyonce factor winner louisa
the vamps,1,Selling 2 tickets for The Vamps tour London O2 on the 2nd of April Block 108 Face value. Dm for more details!! @SeatSurfer !!,selling ticket the vamps tour london april block face value detail
the vamps,1,"The Vamps @TheVampsband performed in the BBC Radio 1 Live Lounge on Monday, check out their amazing set here.... https://t.co/hWyWmjEmvd",the vamps performed bbc radio live lounge monday check amazing set
the vamps,1,The Vamps are coming to Belgium again April 20th next year! They haven't announced it (yet) themselves but it's definitely confirmed!,the vamps coming belgium april next year they announced yet definitely confirmed
the vamps,1,"The Vamps sang Rest Your Love, CWD, Cheater, STY, Last Night, I Found A Girl and Wake Up at The Sun gig tonight!",the vamps sang rest your love cwd cheater sty last night found girl wake the sun gig tonight
the vamps,1,The Vamps ticket selling on November 7 and im gonna camp out for tickets rip me i really hope i get the ticket with m&amp;g,the vamps ticket selling november gonna camp ticket rip really hope get ticket amp
the vamps,1,The Vamps tour with HomeTown as support goes on sale this Saturday at 10am! https://t.co/CfIDqFZMMn https://t.co/PS08BwEKtH,the vamps tour hometown support go sale saturday
the vamps,1,The Vamps will be bringing their debut concert to Singapore on Jan 26! Grab your tickets now if you haven't already! https://t.co/RsLlELuDo6,the vamps bringing debut concert singapore jan grab ticket already
the vamps,1,The Vamps will be on the cover of the next @BTSmag issue! It's coming out on Jan 2nd! https://t.co/HAsDXCpzqP,the vamps cover next issue it coming jan
the vamps,1,The fact I probably won't see them again before march makes me want to cry #MTVStars The Vamps,the fact probably see march make want cry mtvstars the vamps
the vamps,1,Tomorrow I am going to enjoy every second from the concert because I really have no idea when I am seeing The Vamps again,tomorrow going enjoy every second concert really idea seeing the vamps
the vamps,1,Tristan is a cool dewd. My birthday was Monday and he followed me today. What a man. #MTVStars THE VAMPS,tristan cool dewd birthday monday followed today what man mtvstars the vamps
the vamps,1,Vampettes we are back on the 21st place keep tweeting with the hashtag #MTVStars The Vamps #MTVStarsOf2015,vampettes back place keep tweeting hashtag mtvstars the vamps mtvstarsof
the vamps,1,We're still on the 16th spot. We can do this!  #MTVStars The Vamps https://t.co/raglEs4dX7,we're still spot mtvstars the vamps
the vamps,1,"do I want to go and see James Bay March 29th and then The Vamps April 1st? Well, yeah actually..",want see james bay march the vamps april well yeah actually
the vamps,1,eyaaocampo: Yasssssss going to The Vamps And 5SOS I CAN NOT WAIT #VideoMTV2015 5 Seconds of Summer  https://t.co/ma5ginwHDx,eyaaocampo yasssssss going the vamps and sos can not wait videomtv seconds summer
the vamps,1,peter pan august rush the art of getting by just my luck now is good #MTVStars The Vamps https://t.co/GOSu18fPpo,peter pan august rush art getting luck good mtvstars the vamps
the vamps,1,this is a big deal! everyone make sure to Shazam when you hear it! #MTVStars The Vamps https://t.co/7Xu3rgCoi6,big deal everyone make sure shazam hear mtvstars the vamps
the vamps,1,this one will be the best yet! #MTVStars The Vamps https://t.co/L86dKgvEU9,one best yet mtvstars the vamps
the vamps,1,wearing the hottest top I have ever owned on Wednesday to see The Vamps genuinely more excited for the outfit than the concert,wearing hottest top ever owned wednesday see the vamps genuinely excited outfit concert
thor,0,@El_Kurry maybe tomorrow there will be a new superhero on the streets. Either that Thor is really angry,maybe tomorrow new superhero street either thor really angry
thor,0,"@LokiSilberzunge ""Yes,I did.It was a disaster.I saw Thor on the news.I was very concerned."" Tom sat next to him,placing his hand on his~",yes disaster saw thor news concerned tom sat next placing hand
thor,0,@Polygon no less ridiculous than ANY of the THOR movies by Marvel. Or Melinda May beating up any guy on Agents of SHIELD,le ridiculous any thor movie marvel melinda may beating guy agents shield
thor,0,@TomLovesLoki *I sat in my cell after my little chat with Odin. I was to sit and rot while Thor ruled Asgard. How disgusted I felt. I heard~,sat cell little chat odin sit rot thor ruled asgard how disgusted felt heard
thor,0,"@YZYMANDIAS It's everyone. Like, eventually; the sun will burn up even in Marvel land. I guess Thor might get out okay but who cares.",it everyone like eventually sun burn even marvel land guess thor might get okay care
thor,0,@chancetherapper will be performing this Saturday on #SNL and he just did a promo with fuckin' Thor:  https://t.co/f5Jj1Wc7LM,performing saturday snl promo fuckin' thor
thor,0,"@dubs_mike80 If Escobar was hurt I would hope you would be calling for Thor's suspension. If KC throws up tomorrow, you should have no prob",escobar hurt would hope would calling thor suspension throw tomorrow prob
thor,0,"@theism_sucks @Athletes4Him Thor: What a pussy. Other God's have universes, Thor gets a measly day of the week ""Thursday"" #meh",thor what pussy other god universe thor get measly day week thursday meh
thor,0,From here on out I will no longer celebrate the pagan holiday of Thursday (Thor's Day),from longer celebrate pagan holiday thursday thor day
thor,0,"I celebrate Christmas, @PrincessJules98, and I don't believe in Christ. Just like I call it Thursday but don't believe in Thor.",celebrate christmas believe christ just like call thursday believe thor
thor,0,"I don't understand the narrative that Thor owned the game because of that first pitch. The Royals got to him in the 1st &amp;  2nd, right?",understand narrative thor owned game first pitch the royals got amp right
thor,0,"I now feel bad for buying a Thor novel for $4.95 at Barnes &amp; Noble, but now I know why it was $4.95. #LCD  https://t.co/p2HKOUAgLp",feel bad buying thor novel barnes amp noble know lcd
thor,0,"It's a Sunday afternoon in the small, church-going town of Covington. I look like trash and Thor's hungover. Cue the judgemental stares.",it sunday afternoon small church going town covington look like trash thor hungover cue judgemental stare
thor,0,Migraine from the loud blackness going on Thor early Monday morning wish people would stfu being loud for no reason,migraine loud blackness going thor early monday morning wish people would stfu loud reason
thor,0,Oh actually this will be Thor's 10th skin. Still don't like it and the hair bothers me.,actually thor skin still like hair bother
thor,0,Someone should have told Thor that sun in is just for hair and not for eyebrows,someone told thor sun hair not eyebrow
thor,0,Thor's powers are so inconsistent in MCU. In the first movie he took out the Destroyer in one hit. 2nd one he's struggling with a dark elf.,thor power inconsistent mcu first movie took destroyer one hit one he struggling dark elf
thor,0,Well now all the pre-teen aged girls who were thinking of paying money to go watch Thor or Kong at the movies are going to have 2nd thoughts,well pre teen aged girl thinking paying money watch thor kong movie going thought
thor,1,"#JessicaJones brilliant show, just watched 1st episode, can't believe its still the same universe as Thor, Guardians Of The Galaxy &amp; IronMan",jessicajones brilliant show watched episode ca not believe still universe thor guardians the galaxy amp ironman
thor,1,#WorldSeries #Mlb #Fox #Fs1 #Kc #metsvsroyals I wonder how many kids will be #Thor tomorrow night ..Thor with a #Mets Hat ON ;),worldseries mlb fox metsvsroyals wonder many kid thor tomorrow night thor mets hat
thor,1,"'This book ya writing, ah dun behlive in deities.'  Eh? Okay. But tomorrow you will open eye &amp; enjoy Thor. Sango is watching you. #WIP",'this book writing dun behlive deity okay but tomorrow open eye amp enjoy thor sango watching wip
thor,1,* @TerryMosher1 Thor's Day is SUCH a good day for #BringingTheHammerDown!  May The Farce Be With U*U!  https://t.co/GKhUfMydIk  #UUA #UUism,thor day such good day bringingthehammerdown may the farce with uua uuism
thor,1,-- Thor helped Jane to get out of the ship. Their plan may begin.] [@AmbitiousFoster ],thor helped jane get ship their plan may begin
thor,1,". @vouch360 Thank you for the mention, Thor. Happy Monday!",thank mention thor happy monday
thor,1,"60 RTs &amp; I'll come to school dressed as Thor on April 30th, which is a Thorsday &amp; the day before the Avengers comes out.",rts amp i'll come school dressed thor april thorsday amp day avengers come
thor,1,@Autumnjoiee ion know cause I feel like Thor would too but then again Thor is really humble so you may be right,ion know cause feel like thor would thor really humble may right
thor,1,"@CheesusSlice @PrinceHAK33M yeah, well I had Thor's hammer and helmet in the 5th grade. And Storm's cape. I still haven't grown up. LOL",yeah well thor hammer helmet grade and storm cape still grown lol
thor,1,@DefLeppard you guys were amazing in Belfast on Monday night! My pup Thor loves your music!!! https://t.co/IB9KzCBdy6,guy amazing belfast monday night pup thor love music
thor,1,@DisgustedNYer come on Leslie where is your Christmas spirit a miracle could happen tomorrow is Harvey day then the degromatior then Thor,come leslie christmas spirit miracle could happen tomorrow harvey day degromatior thor
thor,1,@GodInGreen Thor just layed on the couch even he heard him. He sat up and juat ate by himself.. on the balcony..right around him no rain,thor layed couch even heard sat juat ate balcony right around rain
thor,1,"@InMetsWeTrust 5th Ace? Sure, Why Not? BALDER is the brother of Thor in Norse Mythology. Seems a reasonable moniker for a red hot baller.",ace sure why not balder brother thor norse mythology seems reasonable moniker red hot baller
thor,1,@IrvMagic13 @Buster_ESPN Thor will have sack up in April when he watches the Royals raise the WS banner on opening day.  Want tickets?,thor sack april watch royals raise banner opening day want ticket
thor,1,@JennMatthews57 Feel so much better knowing Thor will be in the house Sunday. https://t.co/RGsHzCbMgz,feel much better knowing thor house sunday
thor,1,"@JustAnIronMan It's not just a helmet to me. [He sighs, muttering under his breath before answering him.] As for Thor, he's back tomorrow.",it not helmet sigh muttering breath answering thor he back tomorrow
thor,1,"@KevinKimmich Tin, one of the 7 metals known to the ancients was associated with Jupiter/Zeus. Thursday = Thor's day (jueves) is the Tin Day",tin one metal known ancient associated jupiter zeus thursday thor day jueves tin day
thor,1,"@LoyalLadySif it's queen. Nevertheless,Thor shook those feelings off as he and Sif approached their table and sat down",queen nevertheless thor shook feeling sif approached table sat
thor,1,"@MochineGun I think Thor is B-list like Kriss said b/c he's probably one of the 1st names you know if you read comics, but otherwise no idea",think thor list like kriss said he probably one name know read comic otherwise idea
thor,1,@Noahsyndergaard  great game &amp; way to make a statement on the 1st pitch.  Very Bob Gibson of u. Beware of Thor the hammer will come! #LGM,great game amp way make statement pitch very bob gibson beware thor hammer come lgm
thor,1,"@Noahsyndergaard He told me to tell you ""Thor may have the hammer, but I hit bombs - bring it"" - the kid is crazy.. https://t.co/HxPhk2y56d",told tell thor may hammer hit bomb bring kid crazy
thor,1,"@OfIceAndBlood Owen grinned, this may be a little easier. ""I've heard a lot about you from Thor and Chris. It's lovely to meet you!""",owen grinned may little easier i've heard lot thor chris it lovely meet
thor,1,"@OfThunderAesir without nerves. So, when Thor left the room he sat there. And waited.   It didn't take long for them to roll out the big +",without nerve thor left room sat and waited take long roll big
thor,1,@Pretty_Machine Thor's back Friday for stitches out! What's up with Briancat?,thor back friday stitch what briancat
thor,1,"@SGT_BuckyBarnes Thor sat with him through all of it, easing his pain as best he could with remedies Thor has been taught on Asgard. He -",thor sat easing pain best could remedy thor taught asgard
thor,1,@ShawnOnTheNBA We did.  He says it should be corrected tomorrow.  Thor is available on Twitter @ThoreosNmilk,say corrected tomorrow thor available twitter
thor,1,@ThorSmite_ @smite_sol Just relax Thor the area is so nice and quiet. I may meditate for a bit.,just relax thor area nice quiet may meditate bit
thor,1,"@Thor_of_Asgard1 ""I'll tryeth to Thor, but at this rate we may as well goeth to a restaurant."" he looks at the time and smiles ""we're +",i'll tryeth thor rate may well goeth restaurant look time smile we're
thor,1,@ThorxOdinson *Laughs and takes it off before resting on top of Thor's chest* You'll buy me more dresses tomorrow. *smirks and kisses him-,laughs take resting top thor chest you'll buy dress tomorrow smirk kiss
thor,1,@WillingBlam Today's my 21st birthday and it would be awesome if I could get a birthday reply from Thor!,today birthday would awesome could get birthday reply thor
thor,1,@WorthyOMjolnir &lt;goblet again*to your return Thor.May you find a little rest here after all this hard time.*she looked into your eyes again*,goblet return thor may find little rest hard time looked eye
thor,1,"@WpgHockTalk true, but I thought the 5 on 5 play was pretty even though well into the 3rd. You didn't? That Mighty Thor goal huge.",true thought play pretty even though well you that mighty thor goal huge
thor,1,@cynsykes and I just watched Thor for like the 20th time last night,watched thor like time last night
thor,1,"@gabbyyarce your ""point"" is invalid Thursday is named after Thor, therefore you're doing it wrong@VeggieNinja23 @Lil_Cheatham @the_campos12",point invalid thursday named thor therefore wrong
thor,1,"@garwboy of course, you can always use the fact that today, Thursday, Thor's day, celebrates another religion, thus apostasy.",course always use fact today thursday thor day celebrates another religion thus apostasy
thor,1,"@littlebaldie_ Thursday is Thor's day, if you wanna get picky about it you're gonna need to rename the days of the week too",thursday thor day wanna get picky gonna need rename day week
thor,1,"@macrocredit @Reagoikanya turns into Cupid in February, becomes the Easter Bunny and does short stints as Superman, Thor &amp; other characters",turn cupid february becomes easter bunny short stint superman thor amp character
thor,1,@msimonespn @greg_prince @jasoncfry love that camera close up of Thor. Can't wait for the first pitch tomorrow night,love camera close thor ca not wait first pitch tomorrow night
thor,1,"@nayrelyk7 @Starbucks Funny how you call it ""Thursday"" and don't believe Thor was real.",funny call thursday believe thor real
thor,1,"@oedo30 Oh is he teaming up with Thor in the 3rd Thor movie? Awesome, can't wait to see how that will work. All these movies are so good.",teaming thor thor movie awesome ca not wait see work all movie good
thor,1,"@vouch360 Thank you, Thor! I hope your Friday is amazing.",thank thor hope friday amazing
thor,1,@zackwagner11 Thor is ready for the game tomorrow. https://t.co/ruSqOsmC83,thor ready game tomorrow
thor,1,Aah I love this night. Watched Thor again with the husband and we get to sleep in tomorrow before all the cooking begins.,aah love night watched thor husband get sleep tomorrow cooking begin
thor,1,April &amp; I watching Thor is just us groaning at how hot Chris Hemsworth and Tom Hiddleston are,april amp watching thor groaning hot chris hemsworth tom hiddleston
thor,1,Away. Away. Away. Syndergaard peppering outside of the plate and then busts pitches inside. Thor has found his groove. 5K. Top 6th.,away away away syndergaard peppering outside plate bust pitch inside thor found groove top
thor,1,Blue Monday! THOR has your back!We love you Joan! https://t.co/Uiull49vGD,blue monday thor back love joan
thor,1,DONT LET US GET ONE TONIGHT. deGrom Tuesday and anything can happen with THOR on Wednesday.,dont let get one tonight degrom tuesday anything happen thor wednesday
thor,1,"Does it burn right now? Yeah. Harvey tomorrow, deGrom game 6 and Thor in game 7 with everyone available. #GottaBelieve #LGM #Goodnight",does burn right yeah harvey tomorrow degrom game thor game everyone available gottabelieve lgm goodnight
thor,1,"Don't forget to catch Thor, I mean Chris Hemsworth on Saturday Night Live tonight! https://t.co/WRoLErD1Jm",do not forget catch thor mean chris hemsworth saturday night live tonight
thor,1,"Drink a Tank 7 every time they say ""Thor"" on the #FOX broadcast and see if you can make it 'til the 5th inning. #BoulevardBeer",drink tank every time say thor fox broadcast see make 'til inning boulevardbeer
thor,1,Finally home from all this so called shopping in time to see Thor Finish up the 6th,finally home called shopping time see thor finish
thor,1,"For those reminding today is Thor's day, you've all won a prize! You may collect your commemorative hammer at Ragnarok.",for reminding today thor day prize you may collect commemorative hammer ragnarok
thor,1,"Guys, the girl of your dreams may not  come in size 2. Ladies, the man of your dreams may not look like Thor. Love someone for who they are.",guys girl dream may not come size ladies man dream may not look like thor love someone
thor,1,Hail #Thor! Hail son of #Odin and the #Earth! Hail the thunderer! May he protect us guard us! Hail Thor! #Asatru https://t.co/R5FGgoXn2z,hail thor hail son odin earth hail thunderer may protect guard hail thor asatru
thor,1,Happy Monday everyone.  I hope the week is off to a good start across the board. Here's a Thor sketch by Mike. #art https://t.co/LrD92nHgn6,happy monday everyone hope week good start across board here thor sketch mike art
thor,1,Happy Thor's day Twitter friends ! #thursday #lol #cats #funny #humour https://t.co/gAb6drTleP,happy thor day twitter friend thursday lol cat funny humour
thor,1,Here we go boys!!! Great job by Thor tonight!!!! And the Captain!! Huge spot for the Long Island kid Matz tomorrow.,here boy great job thor tonight and captain huge spot long island kid matz tomorrow
thor,1,I am thankful for @bitchy_antics for pointing out how all the animals in the shop sat up when Thor strided in there!!!! ROFL #Thor,thankful pointing animal shop sat thor strided rofl thor
thor,1,I got really excited for the cosplay cover of Thor tomorrow and then I remembered that Kevin is on issue 2 :/,got really excited cosplay cover thor tomorrow remembered kevin issue
thor,1,"I knew Thor would get the job done. Matz on tomorrow, offense seems to be waking up, Let's Go Mets!!! #LGM",knew thor would get job done matz tomorrow offense seems waking let mets lgm
thor,1,"I knew that Escobar attacks 1st pitches, so there you go, hit this one.. Thor is a real life hero. #LGM",knew escobar attack pitch hit one thor real life hero lgm
thor,1,I like Thorburn with Copp and Halischuk on the 4th line.  Really like Thor on the 4th line.,like thorburn copp halischuk line really like thor line
thor,1,I like how Thor is bragging about making Esky uncomfortable as if he didn't give up 6 hits and 3 runs in 1st 2 innings.,like thor bragging making esky uncomfortable give hit run inning
thor,1,I love that Thor's cover was inspired by Madvillainy's cover that was inspired by the cover for Madonna's 1st LP. https://t.co/cwsS6zz09Q,love thor cover inspired madvillainy cover inspired cover madonna
thor,1,I really want what Thor had in that flask in the 2nd Avengers. #Drank,really want thor flask avengers drank
thor,1,"I think my Econ TA may be the funniest person I have ever met. Rock on, Thor",think econ may funniest person ever met rock thor
thor,1,I want Skye to be the love of May and Thor,want skye love may thor
thor,1,I want to dress up as Thor tomorrow and wear a Syndergaard jersey.,want dress thor tomorrow wear syndergaard jersey
thor,1,I watched the big bang theory on Thursday when I was at home but I cannot get Footprints on the moon's Thor &amp; Dr Jones out my head!,watched big bang theory thursday home cannot get footprints moon thor amp jones head
thor,1,"I'd say for my Top 5 it's Nu Wa, Ravana, Thor, Sun Wukong and Serqet",i'd say top ravana thor sun wukong serqet
thor,1,"I'm loving all these quotes from the cry baby Royals about Thor's 1st pitch to Escobar. If I'm Matz, I'm doing the same thing Saturday.",i'm loving quote cry baby royals thor pitch escobar i'm matz i'm thing saturday
thor,1,"I've only had 3 costumes come in tonight, and they were all Marvel.  Thor, Thor, and Wolverine. https://t.co/3zlDihe8ml",i've costume come tonight marvel thor thor wolverine
thor,1,"It has to be Thor for me @marvel love the character, and Chris Hemsworth plays him well. I feel Civalwar may change this tho! #Marvel2015",thor love character chris hemsworth play well feel civalwar may change tho marvel
thor,1,It's as if Larry Nance wields Thor's hammer everytime he throws it down like that. Valhalla almighty. https://t.co/eibHja8mpf,it larry nance wields thor hammer everytime throw like valhalla almighty
thor,1,Jason Aaron certainly has a thing for nihilistic annihilators...1st Thor's Gorr the God Butcher &amp; now Dr Strange's magic killing Empirikul.,jason aaron certainly thing nihilistic annihilator thor gorr god butcher amp strange magic killing empirikul
thor,1,Just learned in MUHI 100 that Thursday is based on mythology.Thursday is named after Thor. I will never think of this day the same. THORSDAY,just learned muhi thursday based mythology thursday named thor never think day thorsday
thor,1,"Light up this #Diwali with a thunderous blockbuster, Thor: The Dark World, tomorrow at 11 PM! https://t.co/1XvMKdxBeH",light diwali thunderous blockbuster thor the dark world tomorrow
thor,1,"Look, fighting Triceracop and Hackerman and the Armed Vikings is one thing, but that's Thor AND a T-Rex.  Surrender may be the best option",look fighting triceracop hackerman armed vikings one thing that thor and rex surrender may best option
thor,1,Matz needs to come out firing  like Thor tomorrow  first pitch in the same place #Mets #MetsTwitter #MLB,matz need come firing like thor tomorrow first pitch place mets metstwitter mlb
thor,1,"May Odin, Thor, and Frey lend me the strength of my Viking ancestors to make it through my next two finals. #backtostroz #FiNoles",may odin thor frey lend strength viking ancestor make next two final backtostroz finoles
thor,1,May you all have a great Thor's day! #Asatru #awakenthenorth #vikingclan,may great thor day asatru awakenthenorth vikingclan
thor,1,My movie @IAmThorMovie is going on tour starting this Tuesday. Screening followed by a THOR performance. https://t.co/TKUriliV4a,movie going tour starting tuesday screening followed thor performance
thor,1,"My phone corrected you to Thu so instead of ""I believe in you"" I said ""I believe in Thursday.""  Thor would be happy with this news.",phone corrected thu instead believe said believe thursday thor would happy news
thor,1,"Nice win, Thor, Captain America, and the Falcon came up big , let's even this up tomorrow. #LetsGoMets",nice win thor captain america falcon came big let even tomorrow letsgomets
thor,1,"Odin, far-wanderer, grant me wisdom, courage, and victory. Friend Thor, grant me strength, and may both be with me.",odin far wanderer grant wisdom courage victory friend thor grant strength may
thor,1,"Ok imma sleep, goodnight Have a good Thursday, if you can, I hate Thursdays But Thursday used to be Thor's day so that's cool Almost Friday",imma sleep goodnight have good thursday hate thursdays but thursday used thor day that cool almost friday
thor,1,"On Monday, we went to Reginald's Tower for a thrilling storytelling session all about Thor, Loki and Norse gods! https://t.co/sKfLty9ICy",monday went reginald tower thrilling storytelling session thor loki norse god
thor,1,"Our Thor is ready to meet you at the #HaloAndPartners event, today through Friday. 98-124 Brewery Road London N7 9PG",our thor ready meet haloandpartners event today friday brewery road london
thor,1,"Our last saturday night, Thor the movie, tonite ironing 2 basket pakaian.. hadooohhh...maid maid maid.... https://t.co/HXvucWzqo6",our last saturday night thor movie tonite ironing basket pakaian hadooohhh maid maid maid
thor,1,People who know baseball know Thor is the player of the game cause after the 2nd inning he started dealing and kept mets alive,people know baseball know thor player game cause inning started dealing kept mets alive
thor,1,"Pretty sure of the 1st like 25 Marvel characters, 2 had capes. Dr. Strange and Thor. And by the way a cape totally works on Dr. Strange.",pretty sure like marvel character cape strange thor and way cape totally work strange
thor,1,"Put it in the books! Big games for The Captain, Thor, and Granderson. Let's got Matz tomorrow! #LGM",put book big game the captain thor granderson let got matz tomorrow lgm
thor,1,Regardless of what happens- Thor's recovery from the 1st and his middle innings here give me hope for the future #LGM #Mets,regardless happens thor recovery middle inning give hope future lgm mets
thor,1,SLTrib's @TrevorPhibbs published this years 1st Class 5A State Ranking - Sons of Thor keep up the excellent work! https://t.co/KeJjF0Phym,sltrib published year class state ranking sons thor keep excellent work
thor,1,Sif's crush on Thor is adorable but also sad she should just hook up with may,sif crush thor adorable also sad hook may
thor,1,"Skye: Wouldn't mind getting my human hands on Thor. He's so dreamy. Coulson: Sure, he's handsome, but - May: [interrupting] No. He's dreamy.",skye would not mind getting human hand thor he dreamy coulson sure he handsome may interrupting he dreamy
thor,1,"So I checked this out on the Google, today is... 'Thor's Day!' How much better is that than Thursday?",checked google today 'thor day how much better thursday
thor,1,So apparently Thor has a big surprise for me on Saturday and I can't wait to see what it is!!!! I'm dying I'm the most patient less person,apparently thor big surprise saturday ca not wait see i'm dying i'm patient le person
thor,1,So excited for new Thor on wednesday. I just finished @jasonaaron's last run and it's been so wonderful.,excited new thor wednesday finished last run wonderful
thor,1,So....... I may be obsessed with Thor now .... and sorta Loki.... especially of the slash pair known as Thorki @chrishemsworth @twhiddleston,may obsessed thor sorta loki especially slash pair known thorki
thor,1,"Strider comes from the Norse gods. https://t.co/HhqUxiEB4T Thor was his friend, so was Hermes.  He is a Sun King of old.  MANLY. HANDSOME.",strider come norse god thor friend hermes sun king old manly handsome
thor,1,Sun 12/06:  Thor the Elf hanging out on our TV this morning. #ThortheElf2015 https://t.co/i8uC5r7XGk,sun thor elf hanging morning thortheelf
thor,1,"THOR has always been a GREAT seller for us! But it is the 4th Thor #1 in the last couple of years, right? (including THORS)",thor always great seller but thor last couple year right including thors
thor,1,"Thanks for an amazing season, Thor!  Have a happy (&amp; HEALTHY) winter, and we'll see you in February!  #LGM  https://t.co/pxY9ijRqqa",thanks amazing season thor have happy amp healthy winter we'll see february lgm
thor,1,The 2nd headline was a story about the guy who plays Thor using his 1st big payday to pay off his parents' debt. *THAT* deserves top honors.,the headline story guy play thor using big payday pay parents' debt that deserves top honor
thor,1,The first one is always the hardest. Way to go Thor!! Looking to tie it up tomorrow night! #LGM #MetsTwitter https://t.co/LPnQoXri1a,the first one always hardest way thor looking tie tomorrow night lgm metstwitter
thor,1,Then the newest issue of Thor comes out tomorrow!!!,then newest issue thor come tomorrow
thor,1,This got several lols and if mum's allergy test goes well tomorrow I may play it to Thor when I bring him home!... https://t.co/wse1QDqYgW,this got several lols mum allergy test go well tomorrow may play thor bring home
thor,1,Thor and April love the laundry basket. #catsofinstagram https://t.co/tU4ZJpZaG2,thor april love laundry basket catsofinstagram
thor,1,Thor and Odin have more to do with Dec 25 than Jesus,thor odin dec jesus
thor,1,Thor is a throw back kind of pitcher. I love it!!!!  https://t.co/EAm51LNbHR,thor throw back kind pitcher love
